Found total 1983 regions
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13083,2022-08-18,A,30,4,Dao,&beta;,0,0,0,0,
13083,2022-08-19,A,10,3,Bxo,&beta;,0,0,0,0,
13083,2022-08-20,A,10,2,Bxo,&beta;,0,0,0,0,
13083,2022-08-21,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13084,2022-08-19,A,20,3,Bxo,&beta;,0,0,0,0,
13084,2022-08-20,A,20,2,Bxo,&beta;,0,0,0,0,
13084,2022-08-21,A,10,4,Bxo,&beta;,0,0,0,0,
13084,2022-08-22,A,10,3,Bxo,&beta;,0,0,0,0,
13084,2022-08-23,P,,0,,,0,0,0,0,
13084,2022-08-24,P,,0,,,0,0,0,0,
13084,2022-08-25,P,,0,,,0,0,0,0,
13084,2022-08-26,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13085,2022-08-22,A,50,6,Dao,&beta;,0,0,0,0,
13085,2022-08-23,A,150,11,Dso,&beta;,0,0,0,0,
13085,2022-08-24,A,250,15,Dki,&beta;,0,0,0,0,
13085,2022-08-25,A,260,10,Dko,&beta;,0,0,0,0,
13085,2022-08-26,A,280,10,Dko,&beta;,0,0,0,0,
13085,2022-08-27,A,140,4,Dso,&beta;,0,0,0,0,
13085,2022-08-28,A,100,2,Cso,&beta;,0,0,0,0,
13085,2022-08-29,A,80,1,Hsx,&alpha;,0,0,0,0,
13085,2022-08-30,A,60,1,Hsx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13086,2022-08-24,A,90,6,Cao,&beta;,0,0,0,0,
13086,2022-08-25,A,100,5,Dso,&beta;,0,0,0,0,
13086,2022-08-26,A,120,3,Dso,&beta;,0,0,0,0,
13086,2022-08-27,A,50,6,Dao,&beta;,0,0,0,0,
13086,2022-08-28,A,70,8,Cai,&beta;,0,0,0,0,
13086,2022-08-29,A,30,6,Cro,&beta;,0,0,0,0,
13086,2022-08-30,A,30,2,Dso,&beta;,0,0,0,0,
13086,2022-08-31,A,30,2,Dso,&beta;,0,0,0,0,
13086,2022-09-01,P,,0,,,0,0,0,0,
13086,2022-09-02,A,10,3,Cro,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13087,2022-08-24,A,40,1,Hax,&alpha;,0,0,0,0,
13087,2022-08-25,A,40,1,Hax,&alpha;,0,0,0,0,
13087,2022-08-26,A,40,1,Hax,&alpha;,0,0,0,0,
13087,2022-08-27,A,30,1,Hrx,&alpha;,0,0,0,0,
13087,2022-08-28,A,20,1,Hrx,&alpha;,0,0,0,0,
13087,2022-08-29,A,10,1,Axx,&alpha;,0,0,0,0,
13087,2022-08-30,A,10,1,Axx,&alpha;,0,0,0,0,
13087,2022-08-31,P,,0,,,0,0,0,0,
13087,2022-09-01,P,,0,,,0,0,0,0,
13087,2022-09-02,P,,0,,,0,0,0,0,
13087,2022-09-03,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13088,2022-08-26,A,240,10,Dai,&beta;,0,0,0,0,
13088,2022-08-27,A,420,15,Dkc,&beta;,0,0,0,0,
13088,2022-08-28,A,650,9,Dkc,&beta;&gamma;,0,0,0,0,
13088,2022-08-29,A,220,4,Dkc,&beta;&gamma;,0,0,0,0,
13088,2022-08-30,A,250,4,Dkc,&beta;&gamma;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13089,2022-08-26,A,150,9,Dsi,&beta;,0,0,0,0,
13089,2022-08-27,A,190,12,Dai,&beta;&gamma;,0,0,0,0,
13089,2022-08-28,A,280,14,Dki,&beta;,0,0,0,0,
13089,2022-08-29,A,320,17,Eki,&beta;&delta;,0,0,0,0,
13089,2022-08-30,A,580,29,Ekc,&beta;&gamma;&delta;,0,0,0,0,
13089,2022-08-31,A,250,28,Eac,&beta;&gamma;,0,0,0,0,
13089,2022-09-01,A,490,21,Ekc,&beta;&gamma;&delta;,0,0,0,0,
13089,2022-09-02,A,350,20,Eki,&beta;&delta;,0,0,0,0,
13089,2022-09-03,A,340,20,Ekc,&beta;&gamma;,0,0,0,0,
13089,2022-09-04,A,510,18,Ekc,&beta;&gamma;&delta;,0,0,0,0,
13089,2022-09-05,A,520,13,Ekc,&beta;&gamma;&delta;,0,0,0,0,
13089,2022-09-06,A,520,10,Ekc,&beta;&gamma;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13090,2022-08-26,A,10,1,Axx,&alpha;,0,0,0,0,
13090,2022-08-27,P,,0,,,0,0,0,0,
13090,2022-08-28,P,,0,,,0,0,0,0,
13090,2022-08-29,P,,0,,,0,0,0,0,
13090,2022-08-30,P,,0,,,0,0,0,0,
13090,2022-08-31,P,,0,,,0,0,0,0,
13090,2022-09-01,A,10,1,Axx,&alpha;,0,0,0,0,
13090,2022-09-02,P,,0,,,0,0,0,0,
13090,2022-09-03,P,,0,,,0,0,0,0,
13090,2022-09-04,P,,0,,,0,0,0,0,
13090,2022-09-05,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13091,2022-09-02,A,10,1,Axx,&alpha;,0,0,0,0,
13091,2022-09-03,P,,0,,,0,0,0,0,
13091,2022-09-04,P,,0,,,0,0,0,0,
13091,2022-09-05,P,,0,,,0,0,0,0,
13091,2022-09-06,P,,0,,,0,0,0,0,
13091,2022-09-07,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13092,2022-09-02,A,110,3,Cao,&beta;,0,0,0,0,
13092,2022-09-03,A,170,3,Cao,&beta;,0,0,0,0,
13092,2022-09-04,A,130,3,Cso,&beta;,0,0,0,0,
13092,2022-09-05,A,90,3,Cso,&beta;,0,0,0,0,
13092,2022-09-06,A,120,3,Hsx,&alpha;,0,0,0,0,
13092,2022-09-07,A,120,3,Hsx,&alpha;,0,0,0,0,
13092,2022-09-08,A,150,3,Hsx,&alpha;,0,0,0,0,
13092,2022-09-09,A,70,1,Hsx,&alpha;,0,0,0,0,
13092,2022-09-10,A,50,1,Hsx,&alpha;,0,0,0,0,
13092,2022-09-11,A,60,1,Hsx,&alpha;,0,0,0,0,
13092,2022-09-12,A,60,2,Hsx,&alpha;,0,0,0,0,
13092,2022-09-13,A,30,1,Hsx,&alpha;,0,0,0,0,
13092,2022-09-14,A,30,1,Hsx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13093,2022-09-03,A,20,7,Cro,&beta;,0,0,0,0,
13093,2022-09-04,A,30,4,Bxo,&beta;,0,0,0,0,
13093,2022-09-05,A,30,3,Cro,&beta;,0,0,0,0,
13093,2022-09-06,A,10,4,Bxo,&beta;,0,0,0,0,
13093,2022-09-07,A,10,4,Bxo,&beta;,0,0,0,0,
13093,2022-09-08,A,0,1,Axx,&alpha;,0,0,0,0,
13093,2022-09-09,P,,0,,,0,0,0,0,
13093,2022-09-10,P,,0,,,0,0,0,0,
13093,2022-09-11,P,,0,,,0,0,0,0,
13093,2022-09-12,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13094,2022-09-03,A,120,1,Hsx,&alpha;,0,0,0,0,
13094,2022-09-04,A,100,3,Cao,&beta;,0,0,0,0,
13094,2022-09-05,A,100,3,Cao,&beta;,0,0,0,0,
13094,2022-09-06,A,110,8,Dso,&beta;,0,0,0,0,
13094,2022-09-07,A,110,8,Dso,&beta;,0,0,0,0,
13094,2022-09-08,A,30,8,Cso,&beta;,0,0,0,0,
13094,2022-09-09,A,10,4,Cro,&beta;,0,0,0,0,
13094,2022-09-10,A,10,1,Axx,&alpha;,0,0,0,0,
13094,2022-09-11,A,10,1,Axx,&alpha;,0,0,0,0,
13094,2022-09-12,A,10,1,Axx,&alpha;,0,0,0,0,
13094,2022-09-13,A,10,1,Axx,&alpha;,0,0,0,0,
13094,2022-09-14,P,,0,,,0,0,0,0,
13094,2022-09-15,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13095,2022-09-06,A,20,4,Cro,&beta;,0,0,0,0,
13095,2022-09-07,P,,0,,,0,0,0,0,
13095,2022-09-08,P,,0,,,0,0,0,0,
13095,2022-09-09,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13096,2022-09-07,A,30,1,Hsx,&alpha;,0,0,0,0,
13096,2022-09-08,A,40,6,Dso,&beta;,0,0,0,0,
13096,2022-09-09,A,130,8,Dso,&beta;,0,0,0,0,
13096,2022-09-10,A,90,9,Dai,&beta;,0,0,0,0,
13096,2022-09-11,A,100,7,Dao,&beta;,0,0,0,0,
13096,2022-09-12,A,30,5,Cro,&beta;,0,0,0,0,
13096,2022-09-13,A,0,1,Axx,&alpha;,0,0,0,0,
13096,2022-09-14,A,0,2,Axx,&alpha;,0,0,0,0,
13096,2022-09-15,P,,0,,,0,0,0,0,
13096,2022-09-16,P,,0,,,0,0,0,0,
13096,2022-09-17,P,,0,,,0,0,0,0,
13096,2022-09-18,P,,0,,,0,0,0,0,
13096,2022-09-19,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13097,2022-09-08,A,20,5,Dso,&beta;,0,0,0,0,
13097,2022-09-09,A,20,7,Dro,&beta;,0,0,0,0,
13097,2022-09-10,A,10,3,Bxo,&beta;,0,0,0,0,
13097,2022-09-11,A,10,3,Bxo,&beta;,0,0,0,0,
13097,2022-09-12,P,,0,,,0,0,0,0,
13097,2022-09-13,A,20,6,Dro,&beta;,0,0,0,0,
13097,2022-09-14,A,0,1,Axx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13098,2022-09-09,A,10,5,Bxi,&beta;,0,0,0,0,
13098,2022-09-10,A,20,8,Cro,&beta;,0,0,0,0,
13098,2022-09-11,A,60,12,Cao,&beta;,0,0,0,0,
13098,2022-09-12,A,160,12,Eai,&beta;&gamma;,0,0,0,0,
13098,2022-09-13,A,160,12,Eac,&beta;&gamma;,0,0,0,0,
13098,2022-09-14,A,460,18,Ehc,&beta;&gamma;,0,0,0,0,
13098,2022-09-15,A,860,16,Ehc,&beta;&gamma;,0,0,0,0,
13098,2022-09-16,A,560,10,Ehc,&beta;&gamma;,0,0,0,0,
13098,2022-09-17,A,540,4,Ehc,&beta;&gamma;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13099,2022-09-11,A,20,2,Cro,&beta;,0,0,0,0,
13099,2022-09-12,A,10,2,Bxo,&beta;,0,0,0,0,
13099,2022-09-13,A,0,1,Axx,&alpha;,0,0,0,0,
13099,2022-09-14,P,,0,,,0,0,0,0,
13099,2022-09-15,P,,0,,,0,0,0,0,
13099,2022-09-16,P,,0,,,0,0,0,0,
13099,2022-09-17,P,,0,,,0,0,0,0,
13099,2022-09-18,P,,0,,,0,0,0,0,
13099,2022-09-19,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13100,2022-09-11,A,70,11,Csi,&beta;,0,0,0,0,
13100,2022-09-12,A,80,11,Cai,&beta;,0,0,0,0,
13100,2022-09-13,A,60,10,Dso,&beta;,0,0,0,0,
13100,2022-09-14,A,140,7,Cso,&beta;,0,0,0,0,
13100,2022-09-15,A,140,7,Cso,&beta;,0,0,0,0,
13100,2022-09-16,A,160,9,Cso,&beta;,0,0,0,0,
13100,2022-09-17,A,150,5,Cso,&beta;,0,0,0,0,
13100,2022-09-18,A,190,13,Eso,&beta;,0,0,0,0,
13100,2022-09-19,A,150,6,Dso,&beta;,0,0,0,0,
13100,2022-09-20,A,70,3,Cso,&beta;,0,0,0,0,
13100,2022-09-21,A,80,1,Hax,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13101,2022-09-11,A,10,5,Bxo,&beta;,0,0,0,0,
13101,2022-09-12,A,60,10,Dai,&beta;,0,0,0,0,
13101,2022-09-13,A,90,5,Dso,&beta;&gamma;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13102,2022-09-14,A,240,4,Cso,&beta;,0,0,0,0,
13102,2022-09-15,A,240,4,Dao,&beta;,0,0,0,0,
13102,2022-09-16,A,250,5,Dko,&beta;,0,0,0,0,
13102,2022-09-17,A,290,8,Eko,&beta;,0,0,0,0,
13102,2022-09-18,A,310,24,Eki,&beta;,0,0,0,0,
13102,2022-09-19,A,320,25,Eki,&beta;,0,0,0,0,
13102,2022-09-20,A,310,24,Eki,&beta;,0,0,0,0,
13102,2022-09-21,A,280,16,Eko,&beta;,0,0,0,0,
13102,2022-09-22,A,310,7,Eho,&beta;,0,0,0,0,
13102,2022-09-23,A,240,8,Eao,&beta;,0,0,0,0,
13102,2022-09-24,A,160,4,Dao,&beta;,0,0,0,0,
13102,2022-09-25,A,100,3,Dao,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13103,2022-09-16,A,30,7,Cro,&beta;,0,0,0,0,
13103,2022-09-17,A,100,7,Dai,&beta;,0,0,0,0,
13103,2022-09-18,A,20,9,Bxo,&beta;,0,0,0,0,
13103,2022-09-19,P,,0,,,0,0,0,0,
13103,2022-09-20,P,,0,,,0,0,0,0,
13103,2022-09-21,P,,0,,,0,0,0,0,
13103,2022-09-22,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13104,2022-09-20,A,10,1,Axx,&alpha;,0,0,0,0,
13104,2022-09-21,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13105,2022-09-20,A,50,6,Dao,&beta;,0,0,0,0,
13105,2022-09-21,A,350,11,Dhi,&beta;,0,0,0,0,
13105,2022-09-22,A,200,8,Dai,&beta;,0,0,0,0,
13105,2022-09-23,A,490,22,Dki,&beta;,0,0,0,0,
13105,2022-09-24,A,370,20,Dki,&beta;,0,0,0,0,
13105,2022-09-25,A,300,24,Dki,&beta;,0,0,0,0,
13105,2022-09-26,A,220,12,Dai,&beta;,0,0,0,0,
13105,2022-09-27,A,150,16,Dai,&beta;,0,0,0,0,
13105,2022-09-28,A,120,16,Cai,&beta;&gamma;,0,0,0,0,
13105,2022-09-29,A,90,6,Dao,&beta;,0,0,0,0,
13105,2022-09-30,A,30,3,Cao,&beta;,0,0,0,0,
13105,2022-10-01,A,10,1,Axx,&alpha;,0,0,0,0,
13105,2022-10-02,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13106,2022-09-21,A,10,2,Bxo,&beta;,0,0,0,0,
13106,2022-09-22,A,10,1,Axx,&alpha;,0,0,0,0,
13106,2022-09-23,P,,0,,,0,0,0,0,
13106,2022-09-24,P,,0,,,0,0,0,0,
13106,2022-09-25,P,,0,,,0,0,0,0,
13106,2022-09-26,P,,0,,,0,0,0,0,
13106,2022-09-27,P,,0,,,0,0,0,0,
13106,2022-09-28,P,,0,,,0,0,0,0,
13106,2022-09-29,P,,0,,,0,0,0,0,
13106,2022-09-30,P,,0,,,0,0,0,0,
13106,2022-10-01,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13107,2022-09-22,A,120,2,Dso,&beta;,0,0,0,0,
13107,2022-09-23,A,190,6,Cao,&beta;,0,0,0,0,
13107,2022-09-24,A,230,10,Cao,&beta;,0,0,0,0,
13107,2022-09-25,A,240,17,Fai,&beta;&gamma;,0,0,0,0,
13107,2022-09-26,A,240,17,Eai,&beta;,0,0,0,0,
13107,2022-09-27,A,220,33,Esi,&beta;,0,0,0,0,
13107,2022-09-28,A,200,27,Eai,&beta;&gamma;,0,0,0,0,
13107,2022-09-29,A,190,17,Eai,&beta;&gamma;,0,0,0,0,
13107,2022-09-30,A,160,8,Eai,&beta;,0,0,0,0,
13107,2022-10-01,A,100,7,Cai,&beta;,0,0,0,0,
13107,2022-10-02,A,30,6,Cri,&beta;,0,0,0,0,
13107,2022-10-03,A,30,2,Hsx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13108,2022-09-22,A,10,2,Axx,&alpha;,0,0,0,0,
13108,2022-09-23,A,30,7,Dao,&beta;,0,0,0,0,
13108,2022-09-24,A,90,6,Cso,&beta;,0,0,0,0,
13108,2022-09-25,A,70,7,Dso,&beta;,0,0,0,0,
13108,2022-09-26,A,50,5,Cso,&beta;,0,0,0,0,
13108,2022-09-27,A,50,7,Cso,&beta;,0,0,0,0,
13108,2022-09-28,A,10,2,Bxo,&beta;,0,0,0,0,
13108,2022-09-29,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13109,2022-09-23,A,30,6,Cro,&beta;,0,0,0,0,
13109,2022-09-24,A,40,7,Dro,&beta;,0,0,0,0,
13109,2022-09-25,A,30,6,Dro,&beta;,0,0,0,0,
13109,2022-09-26,A,20,3,Cro,&beta;,0,0,0,0,
13109,2022-09-27,A,10,1,Axx,&alpha;,0,0,0,0,
13109,2022-09-28,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13110,2022-09-24,A,160,4,Cao,&beta;,0,0,0,0,
13110,2022-09-25,A,240,11,Dsc,&beta;,0,0,0,0,
13110,2022-09-26,A,320,9,Dhi,&beta;,0,0,0,0,
13110,2022-09-27,A,300,13,Ehi,&beta;,0,0,0,0,
13110,2022-09-28,A,220,14,Cai,&beta;,0,0,0,0,
13110,2022-09-29,A,240,8,Cso,&beta;,0,0,0,0,
13110,2022-09-30,A,180,4,Cso,&beta;,0,0,0,0,
13110,2022-10-01,A,170,1,Hsx,&alpha;,0,0,0,0,
13110,2022-10-02,A,160,5,Cso,&beta;,0,0,0,0,
13110,2022-10-03,A,180,10,Dao,&beta;,0,0,0,0,
13110,2022-10-04,A,180,10,Dai,&beta;,0,0,0,0,
13110,2022-10-05,A,180,6,Dai,&beta;,0,0,0,0,
13110,2022-10-06,A,60,2,Cso,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13111,2022-09-28,A,100,1,Hax,&alpha;,0,0,0,0,
13111,2022-09-29,A,130,1,Hsx,&alpha;,0,0,0,0,
13111,2022-09-30,A,120,1,Hsx,&alpha;,0,0,0,0,
13111,2022-10-01,A,100,1,Hsx,&alpha;,0,0,0,0,
13111,2022-10-02,A,90,3,Hsx,&alpha;,0,0,0,0,
13111,2022-10-03,A,70,1,Hsx,&alpha;,0,0,0,0,
13111,2022-10-04,A,70,1,Hsx,&alpha;,0,0,0,0,
13111,2022-10-05,A,60,1,Hsx,&alpha;,0,0,0,0,
13111,2022-10-06,A,60,1,Hsx,&alpha;,0,0,0,0,
13111,2022-10-07,A,50,1,Hsx,&alpha;,0,0,0,0,
13111,2022-10-08,A,40,1,Hsx,&alpha;,0,0,0,0,
13111,2022-10-09,A,20,1,Hsx,&alpha;,0,0,0,0,
13111,2022-10-10,A,10,1,Axx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13112,2022-10-01,A,100,1,Hsx,&alpha;,0,0,0,0,
13112,2022-10-02,A,560,15,Eki,&beta;&gamma;&delta;,0,0,0,0,
13112,2022-10-03,A,750,18,Fki,&beta;&gamma;&delta;,0,0,0,0,
13112,2022-10-04,A,710,36,Fkc,&beta;&gamma;&delta;,0,0,0,0,
13112,2022-10-05,A,720,48,Fkc,&beta;&gamma;&delta;,0,0,0,0,
13112,2022-10-06,A,750,55,Fkc,&beta;&gamma;&delta;,0,0,0,0,
13112,2022-10-07,A,800,54,Fkc,&beta;&gamma;&delta;,0,0,0,0,
13112,2022-10-08,A,550,36,Fkc,&beta;&delta;,0,0,0,0,
13112,2022-10-09,A,470,32,Fki,&beta;&gamma;&delta;,0,0,0,0,
13112,2022-10-10,A,400,14,Fki,&beta;&delta;,0,0,0,0,
13112,2022-10-11,A,420,31,Eki,&beta;,0,0,0,0,
13112,2022-10-12,A,330,12,Fkc,&beta;&gamma;,0,0,0,0,
13112,2022-10-13,A,280,9,Eki,&beta;,0,0,0,0,
13112,2022-10-14,A,230,3,Esi,&beta;,0,0,0,0,
13112,2022-10-15,A,50,2,Cao,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13113,2022-10-01,A,90,3,Cao,&beta;,0,0,0,0,
13113,2022-10-02,A,100,8,Dao,&beta;,0,0,0,0,
13113,2022-10-03,A,80,8,Dai,&beta;,0,0,0,0,
13113,2022-10-04,A,100,10,Dao,&beta;,0,0,0,0,
13113,2022-10-05,A,90,4,Cso,&beta;,0,0,0,0,
13113,2022-10-06,A,90,3,Cso,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13114,2022-10-02,A,30,3,Cao,&beta;,0,0,0,0,
13114,2022-10-03,A,20,3,Bxo,&beta;,0,0,0,0,
13114,2022-10-04,P,,0,,,0,0,0,0,
13114,2022-10-05,P,,0,,,0,0,0,0,
13114,2022-10-06,P,,0,,,0,0,0,0,
13114,2022-10-07,P,,0,,,0,0,0,0,
13114,2022-10-08,P,,0,,,0,0,0,0,
13114,2022-10-09,P,,0,,,0,0,0,0,
13114,2022-10-10,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13115,2022-10-04,A,60,9,Dao,&beta;,0,0,0,0,
13115,2022-10-05,A,130,12,Dao,&beta;,0,0,0,0,
13115,2022-10-06,A,180,8,Dao,&beta;,0,0,0,0,
13115,2022-10-07,A,120,8,Dso,&beta;,0,0,0,0,
13115,2022-10-08,A,30,6,Cao,&beta;,0,0,0,0,
13115,2022-10-09,A,10,2,Axx,&alpha;,0,0,0,0,
13115,2022-10-10,A,10,1,Axx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13116,2022-10-04,A,10,6,Bxo,&beta;,0,0,0,0,
13116,2022-10-05,A,30,9,Cro,&beta;,0,0,0,0,
13116,2022-10-06,A,60,9,Dai,&beta;,0,0,0,0,
13116,2022-10-07,A,150,13,Dai,&beta;,0,0,0,0,
13116,2022-10-08,A,140,11,Dai,&beta;,0,0,0,0,
13116,2022-10-09,A,150,15,Eai,&beta;,0,0,0,0,
13116,2022-10-10,A,140,10,Eao,&beta;,0,0,0,0,
13116,2022-10-11,A,210,17,Dao,&beta;,0,0,0,0,
13116,2022-10-12,A,110,3,Cso,&beta;,0,0,0,0,
13116,2022-10-13,A,120,2,Cao,&beta;,0,0,0,0,
13116,2022-10-14,A,110,1,Hax,&alpha;,0,0,0,0,
13116,2022-10-15,A,90,1,Hax,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13117,2022-10-04,A,20,2,Cro,&beta;,0,0,0,0,
13117,2022-10-05,A,10,3,Axx,&alpha;,0,0,0,0,
13117,2022-10-06,A,10,3,Bxo,&beta;,0,0,0,0,
13117,2022-10-07,A,10,1,Hrx,&alpha;,0,0,0,0,
13117,2022-10-08,A,10,1,Axx,&alpha;,0,0,0,0,
13117,2022-10-09,P,,0,,,0,0,0,0,
13117,2022-10-10,P,,0,,,0,0,0,0,
13117,2022-10-11,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13118,2022-10-07,A,10,2,Bxo,&beta;,0,0,0,0,
13118,2022-10-08,A,20,3,Bxo,&beta;,0,0,0,0,
13118,2022-10-09,A,20,4,Dro,&beta;,0,0,0,0,
13118,2022-10-10,A,30,4,Dro,&beta;,0,0,0,0,
13118,2022-10-11,A,40,7,Cao,&beta;,0,0,0,0,
13118,2022-10-12,A,10,3,Bxo,&beta;,0,0,0,0,
13118,2022-10-13,A,10,1,Axx,&alpha;,0,0,0,0,
13118,2022-10-14,P,,0,,,0,0,0,0,
13118,2022-10-15,P,,0,,,0,0,0,0,
13118,2022-10-16,P,,0,,,0,0,0,0,
13118,2022-10-17,P,,0,,,0,0,0,0,
13118,2022-10-18,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13119,2022-10-08,A,30,6,Bxo,&beta;,0,0,0,0,
13119,2022-10-09,A,110,9,Dao,&beta;,0,0,0,0,
13119,2022-10-10,A,140,12,Dai,&beta;,0,0,0,0,
13119,2022-10-11,A,180,27,Dai,&beta;,0,0,0,0,
13119,2022-10-12,A,150,14,Dsi,&beta;,0,0,0,0,
13119,2022-10-13,A,170,10,Dai,&beta;,0,0,0,0,
13119,2022-10-14,A,120,9,Dai,&beta;,0,0,0,0,
13119,2022-10-15,A,100,5,Dao,&beta;,0,0,0,0,
13119,2022-10-16,A,30,3,Cso,&beta;,0,0,0,0,
13119,2022-10-17,A,30,3,Cso,&beta;,0,0,0,0,
13119,2022-10-18,A,10,3,Bxo,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13120,2022-10-08,A,30,2,Hax,&alpha;,0,0,0,0,
13120,2022-10-09,A,10,4,Axx,&alpha;,0,0,0,0,
13120,2022-10-10,A,10,2,Axx,&alpha;,0,0,0,0,
13120,2022-10-11,A,10,2,Axx,&alpha;,0,0,0,0,
13120,2022-10-12,P,,0,,,0,0,0,0,
13120,2022-10-13,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13121,2022-10-14,A,20,4,Bxo,&beta;,0,0,0,0,
13121,2022-10-15,A,20,3,Bxo,&beta;,0,0,0,0,
13121,2022-10-16,A,10,1,Axx,&alpha;,0,0,0,0,
13121,2022-10-17,P,,0,,,0,0,0,0,
13121,2022-10-18,P,,0,,,0,0,0,0,
13121,2022-10-19,P,,0,,,0,0,0,0,
13121,2022-10-20,P,,0,,,0,0,0,0,
13121,2022-10-21,P,,0,,,0,0,0,0,
13121,2022-10-22,P,,0,,,0,0,0,0,
13121,2022-10-23,P,,0,,,0,0,0,0,
13121,2022-10-24,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
