Found total 1983 regions
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13045,2022-07-01,A,10,4,Bxo,&beta;,0,0,0,0,
13045,2022-07-02,A,10,1,Axx,&alpha;,0,0,0,0,
13045,2022-07-03,P,,0,,,0,0,0,0,
13045,2022-07-04,P,,0,,,0,0,0,0,
13045,2022-07-05,A,20,1,Axx,&alpha;,0,0,0,0,
13045,2022-07-06,A,1,4,Axx,&alpha;,0,0,0,0,
13045,2022-07-07,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13046,2022-07-02,A,80,1,Hsx,&alpha;,0,0,0,0,
13046,2022-07-03,A,130,1,Hsx,&alpha;,0,0,0,0,
13046,2022-07-04,A,160,6,Dso,&beta;,0,0,0,0,
13046,2022-07-05,A,70,1,Hsx,&alpha;,0,0,0,0,
13046,2022-07-06,A,70,1,Hsx,&alpha;,0,0,0,0,
13046,2022-07-07,A,240,2,Hsx,&alpha;,0,0,0,0,
13046,2022-07-08,A,90,2,Hax,&alpha;,0,0,0,0,
13046,2022-07-09,A,60,3,Hsx,&alpha;,0,0,0,0,
13046,2022-07-10,A,40,2,Hsx,&alpha;,0,0,0,0,
13046,2022-07-11,A,30,2,Hrx,&alpha;,0,0,0,0,
13046,2022-07-12,A,10,1,Hrx,&alpha;,0,0,0,0,
13046,2022-07-13,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13047,2022-07-03,A,50,8,Cro,&beta;,0,0,0,0,
13047,2022-07-04,A,30,5,Cro,&beta;,0,0,0,0,
13047,2022-07-05,A,30,9,Bxo,&beta;,0,0,0,0,
13047,2022-07-06,A,10,6,Bxo,&beta;,0,0,0,0,
13047,2022-07-07,A,30,5,Dso,&beta;,0,0,0,0,
13047,2022-07-08,P,,0,,,0,0,0,0,
13047,2022-07-09,P,,0,,,0,0,0,0,
13047,2022-07-10,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13048,2022-07-03,A,20,3,Bxo,&beta;,0,0,0,0,
13048,2022-07-04,P,,0,,,0,0,0,0,
13048,2022-07-05,P,,0,,,0,0,0,0,
13048,2022-07-06,P,,0,,,0,0,0,0,
13048,2022-07-07,A,10,1,Axx,&alpha;,0,0,0,0,
13048,2022-07-08,P,,0,,,0,0,0,0,
13048,2022-07-09,P,,0,,,0,0,0,0,
13048,2022-07-10,P,,0,,,0,0,0,0,
13048,2022-07-11,P,,0,,,0,0,0,0,
13048,2022-07-12,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13049,2022-07-04,A,10,1,Axx,&alpha;,0,0,0,0,
13049,2022-07-05,A,10,1,Axx,&alpha;,0,0,0,0,
13049,2022-07-06,A,10,1,Axx,&alpha;,0,0,0,0,
13049,2022-07-07,P,,0,,,0,0,0,0,
13049,2022-07-08,P,,0,,,0,0,0,0,
13049,2022-07-09,P,,0,,,0,0,0,0,
13049,2022-07-10,P,,0,,,0,0,0,0,
13049,2022-07-11,P,,0,,,0,0,0,0,
13049,2022-07-12,P,,0,,,0,0,0,0,
13049,2022-07-13,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13050,2022-07-05,A,20,4,Bxo,&beta;,0,0,0,0,
13050,2022-07-06,P,,0,,,0,0,0,0,
13050,2022-07-07,P,,0,,,0,0,0,0,
13050,2022-07-08,P,,0,,,0,0,0,0,
13050,2022-07-09,P,,0,,,0,0,0,0,
13050,2022-07-10,P,,0,,,0,0,0,0,
13050,2022-07-11,P,,0,,,0,0,0,0,
13050,2022-07-12,P,,0,,,0,0,0,0,
13050,2022-07-13,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13051,2022-07-05,A,30,3,Cro,&beta;,0,0,0,0,
13051,2022-07-06,A,30,3,Cro,&beta;,0,0,0,0,
13051,2022-07-07,A,30,4,Cro,&beta;,0,0,0,0,
13051,2022-07-08,A,30,3,Cro,&beta;,0,0,0,0,
13051,2022-07-09,A,80,5,Cao,&beta;,0,0,0,0,
13051,2022-07-10,A,100,6,Cao,&beta;,0,0,0,0,
13051,2022-07-11,A,60,5,Cro,&beta;,0,0,0,0,
13051,2022-07-12,A,10,2,Axx,&alpha;,0,0,0,0,
13051,2022-07-13,P,,0,,,0,0,0,0,
13051,2022-07-14,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13052,2022-07-06,A,30,6,Cro,&beta;,0,0,0,0,
13052,2022-07-07,A,30,9,Cro,&beta;,0,0,0,0,
13052,2022-07-08,A,60,7,Cro,&beta;,0,0,0,0,
13052,2022-07-09,A,20,2,Hrx,&alpha;,0,0,0,0,
13052,2022-07-10,A,20,2,Hrx,&alpha;,0,0,0,0,
13052,2022-07-11,A,20,1,Hax,&alpha;,0,0,0,0,
13052,2022-07-12,A,10,1,Hrx,&alpha;,0,0,0,0,
13052,2022-07-13,A,10,1,Axx,&alpha;,0,0,0,0,
13052,2022-07-14,P,,0,,,0,0,0,0,
13052,2022-07-15,P,,0,,,0,0,0,0,
13052,2022-07-16,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13053,2022-07-06,A,180,1,Hsx,&alpha;,0,0,0,0,
13053,2022-07-07,A,240,5,Dso,&beta;,0,0,0,0,
13053,2022-07-08,A,680,11,Eko,&beta;,0,0,0,0,
13053,2022-07-09,A,700,13,Eko,&beta;,0,0,0,0,
13053,2022-07-10,A,650,18,Eki,&beta;,0,0,0,0,
13053,2022-07-11,A,420,18,Eki,&beta;,0,0,0,0,
13053,2022-07-12,A,410,24,Eki,&beta;,0,0,0,0,
13053,2022-07-13,A,250,23,Eki,&beta;,0,0,0,0,
13053,2022-07-14,A,280,19,Eko,&beta;,0,0,0,0,
13053,2022-07-15,A,270,14,Eki,&beta;,0,0,0,0,
13053,2022-07-16,A,300,13,Cki,&beta;,0,0,0,0,
13053,2022-07-17,A,110,5,Cai,&beta;,0,0,0,0,
13053,2022-07-18,A,60,3,Cao,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13054,2022-07-07,A,10,2,Cso,&beta;,0,0,0,0,
13054,2022-07-08,A,10,1,Hrx,&alpha;,0,0,0,0,
13054,2022-07-09,P,,0,,,0,0,0,0,
13054,2022-07-10,P,,0,,,0,0,0,0,
13054,2022-07-11,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13055,2022-07-08,A,130,4,Dao,&beta;,0,0,0,0,
13055,2022-07-09,A,230,8,Dai,&beta;,0,0,0,0,
13055,2022-07-10,A,450,11,Eko,&beta;,0,0,0,0,
13055,2022-07-11,A,630,22,Ekc,&beta;,0,0,0,0,
13055,2022-07-12,A,960,25,Ekc,&beta;,0,0,0,0,
13055,2022-07-13,A,800,24,Eki,&beta;,0,0,0,0,
13055,2022-07-14,A,820,27,Eki,&beta;,0,0,0,0,
13055,2022-07-15,A,860,24,Eki,&beta;,0,0,0,0,
13055,2022-07-16,A,930,16,Eki,&beta;,0,0,0,0,
13055,2022-07-17,A,590,15,Eki,&beta;,0,0,0,0,
13055,2022-07-18,A,490,10,Ehi,&beta;,0,0,0,0,
13055,2022-07-19,A,100,3,Cao,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13056,2022-07-11,A,60,5,Cro,&beta;,0,0,0,0,
13056,2022-07-12,A,200,9,Cao,&beta;,0,0,0,0,
13056,2022-07-13,A,140,9,Cao,&beta;,0,0,0,0,
13056,2022-07-14,A,170,7,Cao,&beta;,0,0,0,0,
13056,2022-07-15,A,130,28,Cai,&beta;,0,0,0,0,
13056,2022-07-16,A,250,28,Eai,&beta;,0,0,0,0,
13056,2022-07-17,A,200,31,Eai,&beta;&gamma;,0,0,0,0,
13056,2022-07-18,A,140,33,Dai,&beta;,0,0,0,0,
13056,2022-07-19,A,90,17,Dri,&beta;,0,0,0,0,
13056,2022-07-20,A,80,11,Dri,&beta;,0,0,0,0,
13056,2022-07-21,A,40,7,Cro,&beta;,0,0,0,0,
13056,2022-07-22,A,20,1,Hrx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13057,2022-07-12,A,220,2,Dso,&beta;,0,0,0,0,
13057,2022-07-13,A,380,10,Dho,&beta;,0,0,0,0,
13057,2022-07-14,A,250,8,Eho,&beta;,0,0,0,0,
13057,2022-07-15,A,320,10,Eki,&beta;,0,0,0,0,
13057,2022-07-16,A,230,13,Cki,&beta;,0,0,0,0,
13057,2022-07-17,A,320,16,Ehi,&beta;,0,0,0,0,
13057,2022-07-18,A,360,19,Eki,&beta;,0,0,0,0,
13057,2022-07-19,A,240,15,Eki,&beta;,0,0,0,0,
13057,2022-07-20,A,190,11,Eso,&beta;,0,0,0,0,
13057,2022-07-21,A,200,8,Hsx,&alpha;,0,0,0,0,
13057,2022-07-22,A,160,5,Cso,&beta;,0,0,0,0,
13057,2022-07-23,A,120,1,Hsx,&alpha;,0,0,0,0,
13057,2022-07-24,A,100,1,Hsx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13058,2022-07-15,A,230,7,Dao,&beta;,0,0,0,0,
13058,2022-07-16,A,220,9,Dao,&beta;,0,0,0,0,
13058,2022-07-17,A,60,9,Dai,&beta;&gamma;&delta;,0,0,0,0,
13058,2022-07-18,A,310,9,Dki,&beta;&gamma;&delta;,0,0,0,0,
13058,2022-07-19,A,80,9,Dri,&beta;,0,0,0,0,
13058,2022-07-20,A,70,7,Dro,&beta;,0,0,0,0,
13058,2022-07-21,A,30,5,Bxo,&beta;,0,0,0,0,
13058,2022-07-22,A,20,2,Axx,&alpha;,0,0,0,0,
13058,2022-07-23,A,10,3,Axx,&alpha;,0,0,0,0,
13058,2022-07-24,P,,0,,,0,0,0,0,
13058,2022-07-25,P,,0,,,0,0,0,0,
13058,2022-07-26,P,,0,,,0,0,0,0,
13058,2022-07-27,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13059,2022-07-16,A,180,2,Dao,&beta;,0,0,0,0,
13059,2022-07-17,A,180,5,Dso,&beta;,0,0,0,0,
13059,2022-07-18,A,200,5,Dso,&beta;,0,0,0,0,
13059,2022-07-19,A,120,7,Csi,&beta;,0,0,0,0,
13059,2022-07-20,A,130,6,Cso,&beta;,0,0,0,0,
13059,2022-07-21,A,130,8,Cso,&beta;,0,0,0,0,
13059,2022-07-22,A,100,3,Hsx,&alpha;,0,0,0,0,
13059,2022-07-23,A,100,1,Hsx,&alpha;,0,0,0,0,
13059,2022-07-24,A,70,1,Hsx,&alpha;,0,0,0,0,
13059,2022-07-25,A,50,1,Hsx,&alpha;,0,0,0,0,
13059,2022-07-26,A,80,1,Hsx,&alpha;,0,0,0,0,
13059,2022-07-27,A,60,1,Hsx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13060,2022-07-17,A,50,2,Hsx,&alpha;,0,0,0,0,
13060,2022-07-18,A,60,3,Hax,&alpha;,0,0,0,0,
13060,2022-07-19,A,40,1,Hsx,&alpha;,0,0,0,0,
13060,2022-07-20,A,30,6,Hsx,&alpha;,0,0,0,0,
13060,2022-07-21,A,30,6,Hrx,&alpha;,0,0,0,0,
13060,2022-07-22,A,30,4,Hrx,&alpha;,0,0,0,0,
13060,2022-07-23,A,30,5,Bxo,&beta;,0,0,0,0,
13060,2022-07-24,A,20,6,Bxo,&beta;,0,0,0,0,
13060,2022-07-25,A,30,5,Cro,&beta;,0,0,0,0,
13060,2022-07-26,A,20,5,Cro,&beta;,0,0,0,0,
13060,2022-07-27,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13061,2022-07-18,A,40,4,Cso,&beta;,0,0,0,0,
13061,2022-07-19,A,70,3,Cro,&beta;,0,0,0,0,
13061,2022-07-20,A,10,2,Axx,&alpha;,0,0,0,0,
13061,2022-07-21,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13062,2022-07-20,A,60,1,Hsx,&alpha;,0,0,0,0,
13062,2022-07-21,A,70,1,Hsx,&alpha;,0,0,0,0,
13062,2022-07-22,A,120,1,Hsx,&alpha;,0,0,0,0,
13062,2022-07-23,A,100,1,Hsx,&alpha;,0,0,0,0,
13062,2022-07-24,A,100,1,Hsx,&alpha;,0,0,0,0,
13062,2022-07-25,A,90,1,Hsx,&alpha;,0,0,0,0,
13062,2022-07-26,A,100,4,Cso,&beta;,0,0,0,0,
13062,2022-07-27,A,100,2,Cso,&beta;,0,0,0,0,
13062,2022-07-28,A,100,2,Hsx,&alpha;,0,0,0,0,
13062,2022-07-29,A,80,1,Hsx,&alpha;,0,0,0,0,
13062,2022-07-30,A,70,1,Hsx,&alpha;,0,0,0,0,
13062,2022-07-31,A,70,1,Hsx,&alpha;,0,0,0,0,
13062,2022-08-01,A,60,1,Hsx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13063,2022-07-21,A,30,8,Bxo,&beta;,0,0,0,0,
13063,2022-07-22,A,30,7,Bxo,&beta;,0,0,0,0,
13063,2022-07-23,A,10,2,Axx,&alpha;,0,0,0,0,
13063,2022-07-24,A,10,2,Bxo,&beta;,0,0,0,0,
13063,2022-07-25,A,10,3,Axx,&alpha;,0,0,0,0,
13063,2022-07-26,A,0,1,Axx,&alpha;,0,0,0,0,
13063,2022-07-27,P,,0,,,0,0,0,0,
13063,2022-07-28,P,,0,,,0,0,0,0,
13063,2022-07-29,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13064,2022-07-21,A,30,6,Bxo,&beta;,0,0,0,0,
13064,2022-07-22,A,40,8,Cso,&beta;,0,0,0,0,
13064,2022-07-23,A,40,8,Cao,&beta;,0,0,0,0,
13064,2022-07-24,A,40,10,Cao,&beta;,0,0,0,0,
13064,2022-07-25,A,30,4,Cro,&beta;,0,0,0,0,
13064,2022-07-26,A,20,4,Hrx,&alpha;,0,0,0,0,
13064,2022-07-27,A,0,2,Bxo,&beta;,0,0,0,0,
13064,2022-07-28,P,,0,,,0,0,0,0,
13064,2022-07-29,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13065,2022-07-22,A,10,3,Bxo,&beta;,0,0,0,0,
13065,2022-07-23,A,20,6,Bxo,&beta;,0,0,0,0,
13065,2022-07-24,A,20,5,Cro,&beta;,0,0,0,0,
13065,2022-07-25,A,30,6,Cro,&beta;,0,0,0,0,
13065,2022-07-26,A,30,10,Cro,&beta;,0,0,0,0,
13065,2022-07-27,A,30,6,Cro,&beta;,0,0,0,0,
13065,2022-07-28,A,10,3,Bxo,&beta;,0,0,0,0,
13065,2022-07-29,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13066,2022-07-26,A,30,5,Cro,&beta;,0,0,0,0,
13066,2022-07-27,A,30,4,Cro,&beta;,0,0,0,0,
13066,2022-07-28,A,20,4,Cro,&beta;,0,0,0,0,
13066,2022-07-29,A,10,3,Bxo,&beta;,0,0,0,0,
13066,2022-07-30,A,10,1,Axx,&alpha;,0,0,0,0,
13066,2022-07-31,P,,0,,,0,0,0,0,
13066,2022-08-01,P,,0,,,0,0,0,0,
13066,2022-08-02,P,,0,,,0,0,0,0,
13066,2022-08-03,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13067,2022-07-27,A,70,3,Cao,&beta;,0,0,0,0,
13067,2022-07-28,A,30,4,Cro,&beta;,0,0,0,0,
13067,2022-07-29,A,0,2,Bxo,&beta;,0,0,0,0,
13067,2022-07-30,P,,0,,,0,0,0,0,
13067,2022-07-31,P,,0,,,0,0,0,0,
13067,2022-08-01,P,,0,,,0,0,0,0,
13067,2022-08-02,P,,0,,,0,0,0,0,
13067,2022-08-03,P,,0,,,0,0,0,0,
13067,2022-08-04,P,,0,,,0,0,0,0,
13067,2022-08-05,P,,0,,,0,0,0,0,
13067,2022-08-06,P,,0,,,0,0,0,0,
13067,2022-08-07,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13068,2022-07-29,A,40,4,Dao,&beta;,0,0,0,0,
13068,2022-07-30,A,100,8,Dao,&beta;,0,0,0,0,
13068,2022-07-31,A,100,6,Dao,&beta;,0,0,0,0,
13068,2022-08-01,A,110,7,Eso,&beta;,0,0,0,0,
13068,2022-08-02,A,120,9,Esi,&beta;&gamma;,0,0,0,0,
13068,2022-08-03,A,180,15,Esi,&beta;&gamma;,0,0,0,0,
13068,2022-08-04,A,180,16,Esi,&beta;&gamma;,0,0,0,0,
13068,2022-08-05,A,160,15,Esi,&beta;&gamma;,0,0,0,0,
13068,2022-08-06,A,210,7,Dso,&beta;,0,0,0,0,
13068,2022-08-07,A,190,7,Cao,&beta;,0,0,0,0,
13068,2022-08-08,A,90,3,Hax,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13069,2022-08-01,A,10,1,Axx,&alpha;,0,0,0,0,
13069,2022-08-02,P,,0,,,0,0,0,0,
13069,2022-08-03,P,,0,,,0,0,0,0,
13069,2022-08-04,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13070,2022-08-02,A,0,3,Bxo,&beta;,0,0,0,0,
13070,2022-08-03,P,,0,,,0,0,0,0,
13070,2022-08-04,P,,0,,,0,0,0,0,
13070,2022-08-05,P,,0,,,0,0,0,0,
13070,2022-08-06,P,,0,,,0,0,0,0,
13070,2022-08-07,P,,0,,,0,0,0,0,
13070,2022-08-08,P,,0,,,0,0,0,0,
13070,2022-08-09,P,,0,,,0,0,0,0,
13070,2022-08-10,P,,0,,,0,0,0,0,
13070,2022-08-11,P,,0,,,0,0,0,0,
13070,2022-08-12,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13071,2022-08-04,A,120,1,Hsx,&alpha;,0,0,0,0,
13071,2022-08-05,A,120,1,Hsx,&alpha;,0,0,0,0,
13071,2022-08-06,A,120,2,Hsx,&alpha;,0,0,0,0,
13071,2022-08-07,A,110,1,Hsx,&alpha;,0,0,0,0,
13071,2022-08-08,A,100,1,Hsx,&alpha;,0,0,0,0,
13071,2022-08-09,A,110,2,Hsx,&alpha;,0,0,0,0,
13071,2022-08-10,A,110,1,Hsx,&alpha;,0,0,0,0,
13071,2022-08-11,A,70,1,Hsx,&alpha;,0,0,0,0,
13071,2022-08-12,A,70,1,Hsx,&alpha;,0,0,0,0,
13071,2022-08-13,A,110,1,Hsx,&alpha;,0,0,0,0,
13071,2022-08-14,A,120,1,Hsx,&alpha;,0,0,0,0,
13071,2022-08-15,A,120,1,Hsx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13072,2022-08-05,A,20,6,Cro,&beta;,0,0,0,0,
13072,2022-08-06,A,20,6,Bxo,&beta;,0,0,0,0,
13072,2022-08-07,A,40,4,Cao,&beta;,0,0,0,0,
13072,2022-08-08,A,30,4,Cso,&beta;,0,0,0,0,
13072,2022-08-09,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13073,2022-08-06,A,40,3,Cao,&beta;,0,0,0,0,
13073,2022-08-07,A,40,4,Cao,&beta;,0,0,0,0,
13073,2022-08-08,A,40,4,Cao,&beta;,0,0,0,0,
13073,2022-08-09,A,70,1,Hsx,&alpha;,0,0,0,0,
13073,2022-08-10,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13074,2022-08-06,A,120,1,Hsx,&alpha;,0,0,0,0,
13074,2022-08-07,A,120,3,Hsx,&alpha;,0,0,0,0,
13074,2022-08-08,A,120,1,Hsx,&alpha;,0,0,0,0,
13074,2022-08-09,A,150,4,Hsx,&alpha;,0,0,0,0,
13074,2022-08-10,A,130,1,Hsx,&alpha;,0,0,0,0,
13074,2022-08-11,A,100,1,Hsx,&alpha;,0,0,0,0,
13074,2022-08-12,A,130,1,Hsx,&alpha;,0,0,0,0,
13074,2022-08-13,A,130,1,Hsx,&alpha;,0,0,0,0,
13074,2022-08-14,A,100,1,Hsx,&alpha;,0,0,0,0,
13074,2022-08-15,A,110,1,Hsx,&alpha;,0,0,0,0,
13074,2022-08-16,A,90,1,Hsx,&alpha;,0,0,0,0,
13074,2022-08-17,A,30,2,Hsx,&alpha;,0,0,0,0,
13074,2022-08-18,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13075,2022-08-08,A,20,3,Cro,&beta;,0,0,0,0,
13075,2022-08-09,A,10,5,Bxo,&beta;,0,0,0,0,
13075,2022-08-10,A,10,1,Axx,&alpha;,0,0,0,0,
13075,2022-08-11,P,,0,,,0,0,0,0,
13075,2022-08-12,P,,0,,,0,0,0,0,
13075,2022-08-13,P,,0,,,0,0,0,0,
13075,2022-08-14,P,,0,,,0,0,0,0,
13075,2022-08-15,P,,0,,,0,0,0,0,
13075,2022-08-16,P,,0,,,0,0,0,0,
13075,2022-08-17,A,20,1,Axx,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13076,2022-08-08,A,110,1,Hsx,&alpha;,0,0,0,0,
13076,2022-08-09,A,180,1,Hsx,&alpha;,0,0,0,0,
13076,2022-08-10,A,130,1,Hsx,&alpha;,0,0,0,0,
13076,2022-08-11,A,120,1,Hsx,&alpha;,0,0,0,0,
13076,2022-08-12,A,120,1,Cao,&beta;,0,0,0,0,
13076,2022-08-13,A,170,8,Dao,&beta;,0,0,0,0,
13076,2022-08-14,A,170,10,Dao,&beta;,0,0,0,0,
13076,2022-08-15,A,90,9,Cai,&beta;,0,0,0,0,
13076,2022-08-16,A,60,3,Cao,&beta;,0,0,0,0,
13076,2022-08-17,A,10,2,Axx,&alpha;,0,0,0,0,
13076,2022-08-18,P,,0,,,0,0,0,0,
13076,2022-08-19,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13077,2022-08-10,A,10,4,Cro,&beta;,0,0,0,0,
13077,2022-08-11,A,50,6,Cso,&beta;,0,0,0,0,
13077,2022-08-12,A,40,4,Cao,&beta;,0,0,0,0,
13077,2022-08-13,A,20,4,Bxo,&beta;,0,0,0,0,
13077,2022-08-14,A,10,2,Axx,&alpha;,0,0,0,0,
13077,2022-08-15,P,,0,,,0,0,0,0,
13077,2022-08-16,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13078,2022-08-11,A,50,1,Hax,&alpha;,0,0,0,0,
13078,2022-08-12,A,80,1,Hsx,&alpha;,0,0,0,0,
13078,2022-08-13,A,30,3,Cao,&beta;,0,0,0,0,
13078,2022-08-14,A,20,2,Hax,&alpha;,0,0,0,0,
13078,2022-08-15,A,60,5,Cao,&beta;,0,0,0,0,
13078,2022-08-16,A,230,12,Dac,&beta;&gamma;&delta;,0,0,0,0,
13078,2022-08-17,A,270,10,Dao,&beta;&gamma;&delta;,0,0,0,0,
13078,2022-08-18,A,190,10,Dac,&beta;&gamma;&delta;,0,0,0,0,
13078,2022-08-19,A,210,14,Dac,&beta;&gamma;&delta;,0,0,0,0,
13078,2022-08-20,A,210,14,Dac,&beta;&gamma;&delta;,0,0,0,0,
13078,2022-08-21,A,30,6,Dai,&beta;&gamma;,0,0,0,0,
13078,2022-08-22,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13079,2022-08-13,A,70,8,Dro,&beta;,0,0,0,0,
13079,2022-08-14,A,120,9,Dao,&beta;,0,0,0,0,
13079,2022-08-15,A,130,15,Cai,&beta;,0,0,0,0,
13079,2022-08-16,A,140,10,Cao,&beta;,0,0,0,0,
13079,2022-08-17,A,80,7,Cao,&beta;,0,0,0,0,
13079,2022-08-18,A,80,3,Cao,&beta;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13080,2022-08-13,A,10,2,Bxo,&beta;,0,0,0,0,
13080,2022-08-14,A,10,2,Axx,&alpha;,0,0,0,0,
13080,2022-08-15,P,,0,,,0,0,0,0,
13080,2022-08-16,P,,0,,,0,0,0,0,
13080,2022-08-17,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13081,2022-08-14,A,240,9,Dai,&beta;,0,0,0,0,
13081,2022-08-15,A,160,13,Dai,&beta;,0,0,0,0,
13081,2022-08-16,A,220,16,Dao,&beta;&gamma;,0,0,0,0,
13081,2022-08-17,A,120,10,Dao,&beta;&gamma;,0,0,0,0,
13081,2022-08-18,A,150,9,Cao,&beta;,0,0,0,0,
13081,2022-08-19,A,120,9,Cao,&beta;,0,0,0,0,
13081,2022-08-20,A,110,4,Cao,&beta;,0,0,0,0,
13081,2022-08-21,A,90,4,Hax,&alpha;,0,0,0,0,
13081,2022-08-22,A,90,5,Hax,&alpha;,0,0,0,0,
13081,2022-08-23,A,120,2,Hax,&alpha;,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13082,2022-08-17,A,10,3,Bxo,&beta;,0,0,0,0,
13082,2022-08-18,A,80,7,Dao,&beta;,0,0,0,0,
13082,2022-08-19,A,50,4,Dao,&beta;,0,0,0,0,
13082,2022-08-20,A,40,2,Cao,&beta;,0,0,0,0,
13082,2022-08-21,A,10,2,Cro,&beta;,0,0,0,0,
13082,2022-08-22,A,10,2,Cro,&beta;,0,0,0,0,
13082,2022-08-23,A,10,1,Axx,&alpha;,0,0,0,0,
13082,2022-08-24,P,,0,,,0,0,0,0,
13082,2022-08-25,P,,0,,,0,0,0,0,
13082,2022-08-26,P,,0,,,0,0,0,0,
13082,2022-08-27,P,,0,,,0,0,0,0,
AR,DATE,TYP,AREA,NSPOT,ZMCINT,MCLASS,C,M,X,TOTAL,SMON
13083,2022-08-17,A,20,4,Cro,&beta;,0,0,0,0,
